anime_id,review_id,date,score,tags
1,141455,2014-04-26T19:44:00+00:00,7,Recommended
1,236071,2016-12-21T20:20:00+00:00,3,Not Recommended
1,156835,2014-08-16T21:49:00+00:00,4,Not Recommended
1,470958,2023-01-26T15:25:00+00:00,10,Recommended
1,196889,2015-08-23T16:58:00+00:00,10,Recommended
1,165843,2014-10-23T04:41:00+00:00,7,Recommended
1,48839,2011-12-09T13:42:00+00:00,9,Recommended
1,29801,2010-08-20T06:06:00+00:00,9,Recommended
1,75643,2012-10-22T12:20:00+00:00,6,Mixed Feelings
1,32325,2010-11-27T01:50:00+00:00,10,Recommended
1,23682,2010-03-02T21:25:00+00:00,10,Recommended
1,229418,2016-09-18T22:40:00+00:00,7,Recommended
1,74199,2012-10-05T23:25:00+00:00,9,Recommended
1,487220,2023-06-17T05:47:00+00:00,7,Recommended
1,185956,2015-04-19T10:49:00+00:00,9,Recommended
1,129169,2014-01-18T01:13:00+00:00,10,Recommended
1,165281,2014-10-19T11:58:00+00:00,7,Recommended
1,432,2007-06-29T10:44:00+00:00,9,Recommended
1,126053,2013-12-28T13:41:00+00:00,9,Recommended
1,2766,2008-02-27T22:37:00+00:00,10,Recommended
1,499720,2023-09-09T14:02:00+00:00,4,Not Recommended
1,451592,2022-07-10T14:00:00+00:00,3,Not Recommended
1,137261,2014-03-27T12:25:00+00:00,9,Recommended
1,123553,2013-12-12T07:02:00+00:00,10,Recommended
1,52597,2012-01-26T10:17:00+00:00,10,Recommended
1,282376,2018-06-27T14:28:00+00:00,10,Recommended
1,219635,2016-05-30T08:34:00+00:00,7,Recommended
1,202598,2015-11-03T13:33:00+00:00,7,Recommended
1,211252,2016-02-19T11:24:00+00:00,10,Recommended
1,183936,2015-03-29T10:44:00+00:00,8,Recommended
1,187436,2015-05-09T07:00:00+00:00,8,Recommended
1,338489,2020-05-05T14:41:00+00:00,9,Recommended
1,258305,2017-09-22T12:45:00+00:00,9,Recommended
1,186032,2015-04-20T09:58:00+00:00,10,Recommended
1,169241,2014-11-19T18:31:00+00:00,10,Recommended
1,191313,2015-06-26T07:23:00+00:00,10,Recommended
1,99203,2013-05-31T18:56:00+00:00,7,Recommended
1,157367,2014-08-21T00:48:00+00:00,10,Recommended
1,470686,2023-01-24T01:26:00+00:00,10,Recommended
1,384246,2021-03-13T04:18:00+00:00,3,Not Recommended
1,200453,2015-10-03T14:00:00+00:00,10,Recommended
1,135989,2014-03-17T22:40:00+00:00,10,Recommended
1,201656,2015-10-20T15:22:00+00:00,10,Recommended
1,84087,2013-01-18T16:16:00+00:00,7,Recommended
1,175693,2015-01-02T00:43:00+00:00,10,Recommended
1,195401,2015-08-07T01:09:00+00:00,10,Recommended
1,180426,2015-02-15T17:54:00+00:00,7,Recommended
1,220119,2016-06-06T07:33:00+00:00,7,Recommended
1,184551,2015-04-02T22:00:00+00:00,8,Recommended
1,305715,2019-04-07T15:43:00+00:00,10,Recommended
1,222315,2016-06-28T22:42:00+00:00,10,Recommended
1,224147,2016-07-16T01:31:00+00:00,9,Recommended
1,219658,2016-05-30T16:49:00+00:00,7,Recommended
1,105961,2013-07-19T07:52:00+00:00,7,Recommended
1,14207,2009-04-16T06:36:00+00:00,9,Recommended
1,86,2007-01-25T20:42:00+00:00,9,Recommended
1,15786,2009-06-15T18:40:00+00:00,10,Recommended
1,2121,2008-01-23T21:37:00+00:00,10,Recommended
1,176775,2015-01-07T23:48:00+00:00,10,Recommended
1,12038,2009-02-01T16:34:00+00:00,8,Recommended
1,9391,2008-11-11T00:05:00+00:00,10,Recommended
1,56105,2012-03-16T14:13:00+00:00,10,Recommended
1,5951,2008-07-01T12:59:00+00:00,10,Recommended
1,175501,2014-12-31T19:53:00+00:00,9,Recommended
1,180351,2015-02-14T16:24:00+00:00,10,Recommended
1,197467,2015-08-30T01:44:00+00:00,10,Recommended
1,189179,2015-05-30T11:50:00+00:00,10,Recommended
1,159517,2014-09-07T10:10:00+00:00,10,Recommended
1,144085,2014-05-21T16:47:00+00:00,7,Recommended
1,109211,2013-08-11T11:53:00+00:00,10,Recommended
1,155539,2014-08-06T12:14:00+00:00,7,Recommended
1,240008,2017-02-05T22:49:00+00:00,10,Recommended
1,131527,2014-02-05T13:11:00+00:00,9,Recommended
1,129609,2014-01-20T16:48:00+00:00,8,Recommended
1,85489,2013-01-31T21:56:00+00:00,10,Recommended
1,144093,2014-05-21T17:39:00+00:00,9,Recommended
1,134073,2014-02-27T14:01:00+00:00,8,Recommended
1,231667,2016-10-12T10:43:00+00:00,10,Recommended
1,238896,2017-01-22T17:59:00+00:00,10,Recommended
1,259715,2017-10-04T16:00:00+00:00,6,Mixed Feelings
1,362646,2020-11-03T14:34:00+00:00,6,Mixed Feelings
1,508016,2023-11-29T13:11:00+00:00,10,Recommended
1,460536,2022-10-09T16:57:00+00:00,8,Mixed Feelings
1,447600,2022-06-12T22:10:00+00:00,10,Recommended
1,434450,2022-02-09T23:46:00+00:00,6,Mixed Feelings
1,282905,2018-07-03T15:10:00+00:00,10,Recommended
1,469956,2023-01-17T06:24:00+00:00,6,Mixed Feelings
1,377920,2021-02-05T00:55:00+00:00,10,Recommended
1,482958,2023-05-07T15:34:00+00:00,5,Mixed Feelings
1,206849,2015-12-26T07:26:00+00:00,10,Recommended
1,194856,2015-07-31T20:56:00+00:00,10,Recommended
1,203222,2015-11-12T05:15:00+00:00,8,Recommended
1,195015,2015-08-02T17:03:00+00:00,10,Recommended
1,277,2007-04-26T17:10:00+00:00,9,Recommended
1,2514,2008-02-14T21:53:00+00:00,10,Recommended
1,138179,2014-04-01T06:14:00+00:00,10,Recommended
1,36490,2011-04-26T16:20:00+00:00,10,Recommended
1,336532,2020-04-21T09:01:00+00:00,7,Recommended
1,238108,2017-01-12T04:19:00+00:00,5,Mixed Feelings
1,48779,2011-12-08T14:31:00+00:00,9,Recommended
1,118543,2013-10-27T20:58:00+00:00,10,Recommended
1,123685,2013-12-13T09:39:00+00:00,10,Recommended
1,96135,2013-05-05T23:14:00+00:00,10,Recommended
1,140333,2014-04-17T14:32:00+00:00,9,Recommended
1,420952,2021-10-15T21:55:00+00:00,4,Not Recommended
1,447629,2022-06-13T04:47:00+00:00,3,Not Recommended
1,287769,2018-08-30T08:18:00+00:00,6,Mixed Feelings
1,217164,2016-04-25T14:47:00+00:00,6,Mixed Feelings
1,498549,2023-08-29T21:13:00+00:00,9,Recommended
1,379103,2021-02-10T06:28:00+00:00,10,Recommended
1,312039,2019-07-02T12:22:00+00:00,8,Recommended
1,374385,2021-01-19T18:03:00+00:00,4,Not Recommended
1,350915,2020-08-01T23:13:00+00:00,7,Recommended
1,232752,2016-10-27T20:20:00+00:00,9,Recommended
1,239939,2017-02-05T04:31:00+00:00,9,Recommended
1,285623,2018-08-05T02:00:00+00:00,10,Recommended
1,228739,2016-09-10T16:14:00+00:00,10,Recommended
1,329802,2020-02-15T17:47:00+00:00,10,Recommended
1,282708,2018-07-01T11:18:00+00:00,10,Recommended
1,224411,2016-07-19T10:09:00+00:00,9,Recommended
1,193050,2015-07-11T12:08:00+00:00,7,Recommended
1,112927,2013-09-14T16:39:00+00:00,10,Recommended
1,101107,2013-06-14T18:36:00+00:00,10,Recommended
1,172685,2014-12-17T05:14:00+00:00,10,Recommended
1,130583,2014-01-28T12:56:00+00:00,10,Recommended
1,122913,2013-12-07T14:56:00+00:00,10,Recommended
1,61983,2012-05-26T22:18:00+00:00,10,Recommended
1,124591,2013-12-19T01:36:00+00:00,8,Recommended
1,148409,2014-06-24T14:32:00+00:00,9,Recommended
1,250119,2017-06-17T11:29:00+00:00,10,Recommended
1,193339,2015-07-13T20:22:00+00:00,9,Recommended
1,298519,2019-01-09T00:57:00+00:00,10,Recommended
1,212669,2016-03-11T06:10:00+00:00,7,Recommended
1,210082,2016-02-04T08:50:00+00:00,10,Recommended
1,178123,2015-01-16T23:18:00+00:00,9,Recommended
1,209092,2016-01-21T20:29:00+00:00,10,Recommended
1,197650,2015-09-01T19:14:00+00:00,9,Recommended
1,192635,2015-07-07T09:33:00+00:00,10,Recommended
1,219609,2016-05-29T21:16:00+00:00,10,Recommended
1,187525,2015-05-10T13:17:00+00:00,10,Recommended
1,221701,2016-06-24T03:38:00+00:00,7,Recommended
1,195341,2015-08-06T09:35:00+00:00,9,Recommended
1,377022,2021-01-31T20:17:00+00:00,10,Recommended
1,499806,2023-09-10T09:07:00+00:00,8,Mixed Feelings
1,28403,2010-07-14T16:07:00+00:00,10,Recommended
1,29652,2010-08-15T16:08:00+00:00,10,Recommended
1,20594,2009-11-16T03:41:00+00:00,10,Recommended
1,4728,2008-05-14T16:12:00+00:00,9,Recommended
1,14827,2009-05-06T13:47:00+00:00,9,Recommended
1,225154,2016-07-27T09:18:00+00:00,6,Mixed Feelings
1,427771,2021-12-20T10:48:00+00:00,10,Recommended
1,368699,2020-12-19T07:15:00+00:00,10,Recommended
1,151813,2014-07-13T05:32:00+00:00,8,Recommended
1,125139,2013-12-22T20:33:00+00:00,10,Recommended
1,59919,2012-04-28T23:23:00+00:00,10,Recommended
1,222987,2016-07-03T13:22:00+00:00,9,Recommended
1,56235,2012-03-18T01:09:00+00:00,10,Recommended
1,279955,2018-05-06T20:27:00+00:00,10,Recommended
1,75885,2012-10-25T13:13:00+00:00,10,Recommended
1,217943,2016-05-05T14:20:00+00:00,9,Recommended
1,211002,2016-02-15T22:19:00+00:00,8,Recommended
1,149983,2014-07-02T06:47:00+00:00,10,Recommended
1,223852,2016-07-12T10:53:00+00:00,7,Recommended
1,206532,2015-12-23T06:09:00+00:00,9,Recommended
1,309958,2019-06-07T07:19:00+00:00,9,Recommended
1,223194,2016-07-05T07:05:00+00:00,8,Recommended
1,278915,2018-04-24T16:23:00+00:00,10,Recommended
1,247629,2017-05-13T23:17:00+00:00,10,Recommended
1,255014,2017-08-08T19:22:00+00:00,10,Recommended
1,256899,2017-09-04T15:18:00+00:00,7,Recommended
1,256878,2017-09-04T09:05:00+00:00,10,Recommended
1,294246,2018-11-17T14:13:00+00:00,10,Recommended
1,230717,2016-09-30T16:56:00+00:00,9,Recommended
1,264554,2017-12-05T00:23:00+00:00,10,Recommended
1,225224,2016-07-28T01:22:00+00:00,9,Recommended
1,217627,2016-05-01T12:22:00+00:00,9,Recommended
1,211753,2016-02-26T18:10:00+00:00,10,Recommended
1,207473,2016-01-01T13:47:00+00:00,9,Recommended
1,257136,2017-09-08T19:23:00+00:00,8,Recommended
1,60251,2012-05-02T23:35:00+00:00,9,Recommended
1,17004,2009-07-21T10:01:00+00:00,8,Recommended
1,7966,2008-09-15T19:33:00+00:00,10,Recommended
1,49293,2011-12-15T23:31:00+00:00,10,Recommended
1,6486,2008-07-21T14:58:00+00:00,10,Recommended
1,157407,2014-08-21T12:44:00+00:00,10,Recommended
1,3334,2008-03-22T09:26:00+00:00,9,Recommended
1,473953,2023-02-25T16:02:00+00:00,9,Recommended
1,472417,2023-02-09T08:15:00+00:00,10,Recommended
1,474497,2023-03-03T15:26:00+00:00,10,Recommended
1,499740,2023-09-09T19:26:00+00:00,10,Recommended
1,373877,2021-01-16T19:19:00+00:00,10,Recommended
1,292087,2018-10-19T12:28:00+00:00,8,Recommended
1,310572,2019-06-17T01:36:00+00:00,10,Recommended
1,309439,2019-05-30T12:42:00+00:00,10,Recommended
1,327835,2020-01-29T19:22:00+00:00,8,Recommended
1,334673,2020-04-07T05:27:00+00:00,10,Recommended
1,341552,2020-05-27T23:50:00+00:00,9,Recommended
1,349142,2020-07-19T22:56:00+00:00,10,Recommended
1,349271,2020-07-20T22:59:00+00:00,9,Recommended
1,255240,2017-08-12T00:10:00+00:00,10,Recommended
1,212811,2016-03-12T20:25:00+00:00,10,Recommended
1,214671,2016-03-29T08:44:00+00:00,10,Recommended
1,229404,2016-09-18T20:38:00+00:00,10,Recommended
1,243960,2017-03-29T17:40:00+00:00,10,Recommended
1,240637,2017-02-15T08:30:00+00:00,9,Recommended
1,268600,2018-01-14T18:56:00+00:00,7,Recommended
1,262061,2017-10-29T17:14:00+00:00,10,Recommended
1,7683,2008-09-03T20:45:00+00:00,9,Recommended
1,315742,2019-08-20T01:27:00+00:00,10,Recommended
1,38677,2011-07-04T17:16:00+00:00,10,Recommended
1,84855,2013-01-25T22:39:00+00:00,10,Recommended
1,12601,2009-02-20T22:54:00+00:00,9,Recommended
1,8735,2008-10-16T18:27:00+00:00,9,Recommended
1,27635,2010-06-26T14:18:00+00:00,10,Recommended
1,47825,2011-11-21T18:45:00+00:00,9,Recommended
1,15213,2009-05-22T18:00:00+00:00,10,Recommended
1,25225,2010-04-19T15:29:00+00:00,8,Recommended
1,16827,2009-07-15T23:33:00+00:00,8,Recommended
1,26999,2010-06-10T11:05:00+00:00,10,Recommended
1,19062,2009-09-23T22:50:00+00:00,10,Recommended
1,126219,2013-12-29T15:18:00+00:00,10,Recommended
1,308616,2019-05-17T14:18:00+00:00,7,Recommended
1,146403,2014-06-09T12:13:00+00:00,9,Recommended
1,113025,2013-09-15T15:23:00+00:00,10,Recommended
1,123621,2013-12-12T20:23:00+00:00,10,Recommended
1,122175,2013-11-30T21:19:00+00:00,10,Recommended
1,79226,2012-12-05T04:11:00+00:00,8,Recommended
1,296203,2018-12-19T14:34:00+00:00,10,Recommended
1,222744,2016-07-02T04:31:00+00:00,10,Recommended
1,279927,2018-05-06T13:42:00+00:00,10,Recommended
1,192200,2015-07-03T17:19:00+00:00,9,Recommended
1,202615,2015-11-03T18:10:00+00:00,10,Recommended
1,221792,2016-06-24T17:50:00+00:00,9,Recommended
1,431806,2022-01-18T18:52:00+00:00,7,Recommended
1,172837,2014-12-18T08:22:00+00:00,9,Recommended
1,309115,2019-05-25T12:29:00+00:00,6,Mixed Feelings
1,464418,2022-11-26T01:57:00+00:00,6,Mixed Feelings
1,448912,2022-06-22T13:06:00+00:00,5,Mixed Feelings
1,476345,2023-03-18T18:26:00+00:00,6,Not Recommended
1,430995,2022-01-12T14:43:00+00:00,10,Recommended
1,402422,2021-06-15T08:57:00+00:00,10,Recommended
1,413978,2021-08-23T13:07:00+00:00,10,Recommended
1,412560,2021-08-13T04:37:00+00:00,10,Recommended
1,400819,2021-06-03T23:44:00+00:00,10,Recommended
1,446153,2022-05-29T09:12:00+00:00,8,Recommended
1,432636,2022-01-25T11:15:00+00:00,7,Recommended
1,454124,2022-08-02T18:07:00+00:00,10,Recommended
1,424613,2021-11-18T09:10:00+00:00,10,Recommended
1,452527,2022-07-19T12:35:00+00:00,8,Recommended
1,502880,2023-10-02T02:47:00+00:00,7,Recommended
1,504698,2023-10-24T01:05:00+00:00,10,Recommended
1,273912,2018-03-15T17:35:00+00:00,10,Recommended
1,280405,2018-05-12T14:58:00+00:00,9,Recommended
1,287431,2018-08-26T10:24:00+00:00,10,Recommended
1,300853,2019-02-03T16:15:00+00:00,7,Recommended
1,323478,2019-12-08T06:45:00+00:00,10,Recommended
1,294438,2018-11-20T13:17:00+00:00,10,Recommended
1,306938,2019-04-22T20:49:00+00:00,9,Recommended
1,298643,2019-01-10T10:54:00+00:00,10,Recommended
1,298955,2019-01-13T12:47:00+00:00,10,Recommended
1,308368,2019-05-13T13:30:00+00:00,9,Recommended
1,339302,2020-05-11T03:08:00+00:00,8,Recommended
1,320955,2019-10-29T21:00:00+00:00,9,Recommended
1,309121,2019-05-25T14:04:00+00:00,10,Recommended
1,309246,2019-05-27T11:59:00+00:00,9,Recommended
1,341045,2020-05-23T23:38:00+00:00,7,Recommended
1,346499,2020-07-01T01:47:00+00:00,9,Recommended
1,334202,2020-04-03T05:14:00+00:00,10,Recommended
1,327381,2020-01-24T13:56:00+00:00,9,Recommended
1,392787,2021-04-17T04:12:00+00:00,10,Recommended
1,349738,2020-07-24T11:52:00+00:00,10,Recommended
1,377449,2021-02-02T23:11:00+00:00,8,Recommended
1,47305,2011-11-11T20:04:00+00:00,10,Recommended
1,50857,2012-01-03T16:41:00+00:00,10,Recommended
1,48437,2011-12-01T23:42:00+00:00,9,Recommended
1,54005,2012-02-16T08:47:00+00:00,8,Recommended
1,19296,2009-10-01T22:21:00+00:00,10,Recommended
1,35762,2011-04-06T17:29:00+00:00,10,Recommended
1,38754,2011-07-06T09:46:00+00:00,9,Recommended
1,32545,2010-12-06T17:51:00+00:00,9,Recommended
1,27690,2010-06-27T22:12:00+00:00,10,Recommended
1,19518,2009-10-09T06:58:00+00:00,10,Recommended
1,14390,2009-04-22T12:41:00+00:00,9,Recommended
1,47271,2011-11-11T05:21:00+00:00,10,Recommended
1,256995,2017-09-06T06:05:00+00:00,9,Recommended
1,252889,2017-07-14T22:38:00+00:00,10,Recommended
1,272179,2018-02-22T10:54:00+00:00,10,Recommended
1,255572,2017-08-15T23:14:00+00:00,10,Recommended
1,261173,2017-10-19T04:06:00+00:00,10,Recommended
1,309393,2019-05-29T14:18:00+00:00,8,Recommended
1,257244,2017-09-10T07:17:00+00:00,7,Recommended
1,228795,2016-09-11T08:30:00+00:00,10,Recommended
1,267823,2018-01-07T13:52:00+00:00,8,Recommended
1,242636,2017-03-15T12:27:00+00:00,10,Recommended
1,381809,2021-02-25T07:52:00+00:00,8,Recommended
1,240611,2017-02-14T18:12:00+00:00,9,Recommended
1,235786,2016-12-18T21:28:00+00:00,10,Recommended
1,495448,2023-08-04T22:22:00+00:00,10,Recommended
1,225873,2016-08-03T19:09:00+00:00,8,Recommended
1,248183,2017-05-20T23:52:00+00:00,10,Recommended
1,273679,2018-03-12T18:28:00+00:00,10,Recommended
1,437692,2022-03-12T16:12:00+00:00,10,Recommended
1,221034,2016-06-18T00:46:00+00:00,10,Recommended
1,234981,2016-12-06T05:41:00+00:00,9,Recommended
1,276915,2018-04-04T18:35:00+00:00,7,Recommended
1,269108,2018-01-20T03:55:00+00:00,10,Recommended
1,221004,2016-06-17T20:56:00+00:00,9,Recommended
1,247016,2017-05-05T16:02:00+00:00,10,Recommended
1,269444,2018-01-23T12:40:00+00:00,8,Recommended
1,215475,2016-04-04T08:55:00+00:00,9,Recommended
1,247126,2017-05-07T06:10:00+00:00,10,Recommended
1,276617,2018-04-02T22:42:00+00:00,10,Recommended
1,225585,2016-07-31T22:49:00+00:00,10,Recommended
1,245661,2017-04-16T15:29:00+00:00,7,Recommended
1,207311,2015-12-30T11:16:00+00:00,10,Recommended
1,234477,2016-11-27T03:04:00+00:00,10,Recommended
1,126433,2013-12-31T01:02:00+00:00,9,Recommended
1,103099,2013-06-30T04:08:00+00:00,10,Recommended
1,119835,2013-11-10T05:05:00+00:00,10,Recommended
1,247420,2017-05-10T19:57:00+00:00,7,Recommended
1,87409,2013-02-20T19:23:00+00:00,8,Recommended
1,75227,2012-10-18T09:11:00+00:00,9,Recommended
1,436222,2022-02-25T16:12:00+00:00,5,Mixed Feelings
1,316041,2019-08-24T21:47:00+00:00,6,Mixed Feelings
1,448319,2022-06-18T11:30:00+00:00,6,Mixed Feelings
1,372485,2021-01-09T16:45:00+00:00,8,Recommended
1,371010,2020-12-31T13:07:00+00:00,10,Recommended
1,475119,2023-03-08T08:14:00+00:00,10,Recommended
1,369531,2020-12-23T22:39:00+00:00,10,Recommended
1,460380,2022-10-08T01:12:00+00:00,10,Recommended
1,381594,2021-02-23T21:03:00+00:00,10,Recommended
1,383829,2021-03-10T15:39:00+00:00,10,Recommended
1,404049,2021-06-23T04:22:00+00:00,9,Recommended
1,383845,2021-03-10T17:59:00+00:00,10,Recommended
1,389128,2021-04-02T19:06:00+00:00,10,Recommended
1,506800,2023-11-16T11:56:00+00:00,10,Recommended
1,457935,2022-09-17T04:55:00+00:00,7,Mixed Feelings
1,400264,2021-05-31T05:11:00+00:00,8,Recommended
1,422280,2021-10-27T01:02:00+00:00,9,Recommended
1,457905,2022-09-16T20:00:00+00:00,7,Recommended
1,461890,2022-10-25T11:31:00+00:00,10,Recommended
1,471976,2023-02-05T06:48:00+00:00,9,Recommended
1,450608,2022-07-02T21:17:00+00:00,8,Recommended
1,424002,2021-11-12T08:31:00+00:00,9,Recommended
1,439021,2022-03-25T01:14:00+00:00,10,Recommended
1,454126,2022-08-02T18:29:00+00:00,10,Recommended
1,492605,2023-07-15T04:51:00+00:00,9,Recommended
1,415056,2021-08-31T14:10:00+00:00,10,Recommended
1,367633,2020-12-12T12:39:00+00:00,10,Recommended
1,278991,2018-04-25T13:46:00+00:00,10,Recommended
1,334857,2020-04-08T16:56:00+00:00,10,Recommended
1,317470,2019-09-16T17:42:00+00:00,9,Recommended
1,286150,2018-08-10T21:37:00+00:00,7,Recommended
1,339651,2020-05-13T11:42:00+00:00,10,Recommended
1,342003,2020-05-31T17:39:00+00:00,9,Recommended
1,299125,2019-01-15T14:03:00+00:00,8,Recommended
1,439883,2022-03-30T10:18:00+00:00,10,Recommended
1,320405,2019-10-22T11:59:00+00:00,10,Recommended
1,302902,2019-03-04T13:12:00+00:00,9,Recommended
1,338516,2020-05-05T18:21:00+00:00,9,Recommended
1,426244,2021-12-06T06:57:00+00:00,9,Recommended
1,453809,2022-07-31T03:48:00+00:00,7,Recommended
1,332676,2020-03-24T14:05:00+00:00,8,Recommended
1,431185,2022-01-14T00:32:00+00:00,8,Recommended
1,402816,2021-06-17T15:07:00+00:00,9,Recommended
1,366333,2020-12-03T12:51:00+00:00,9,Recommended
1,320294,2019-10-20T17:49:00+00:00,10,Recommended
1,472245,2023-02-07T13:14:00+00:00,10,Recommended
1,376633,2021-01-30T07:30:00+00:00,10,Recommended
1,401632,2021-06-10T04:28:00+00:00,9,Recommended
1,323933,2019-12-15T00:57:00+00:00,10,Recommended
1,340483,2020-05-19T09:51:00+00:00,7,Recommended
1,327157,2020-01-21T12:16:00+00:00,10,Recommended
1,346866,2020-07-03T16:25:00+00:00,10,Recommended
1,335604,2020-04-14T02:32:00+00:00,10,Recommended
1,351382,2020-08-05T12:48:00+00:00,8,Recommended
1,382740,2021-03-03T05:17:00+00:00,10,Recommended
1,383551,2021-03-08T17:31:00+00:00,10,Recommended
1,340930,2020-05-22T20:40:00+00:00,10,Recommended
1,342482,2020-06-04T13:34:00+00:00,9,Recommended
1,356898,2020-09-22T04:00:00+00:00,10,Recommended
1,432991,2022-01-28T13:04:00+00:00,10,Recommended
1,352162,2020-08-12T01:44:00+00:00,9,Recommended
1,500967,2023-09-17T19:22:00+00:00,10,Recommended
1,120273,2013-11-14T18:27:00+00:00,9,Recommended
1,374170,2021-01-18T09:21:00+00:00,9,Recommended
1,248384,2017-05-23T18:44:00+00:00,8,Recommended
1,199165,2015-09-21T16:36:00+00:00,10,Recommended
1,248526,2017-05-25T16:21:00+00:00,8,Recommended
1,314273,2019-07-31T11:13:00+00:00,10,Recommended
1,18225,2009-08-30T10:54:00+00:00,10,Recommended
1,425419,2021-11-27T03:11:00+00:00,7,Recommended
1,258276,2017-09-22T00:04:00+00:00,10,Recommended
1,248013,2017-05-18T17:32:00+00:00,10,Recommended
1,348294,2020-07-13T14:25:00+00:00,9,Recommended
1,293073,2018-10-31T12:37:00+00:00,8,Recommended
1,202924,2015-11-07T20:55:00+00:00,10,Recommended
1,260699,2017-10-13T17:24:00+00:00,10,Recommended
1,366578,2020-12-06T04:46:00+00:00,9,Recommended
1,251546,2017-06-30T13:51:00+00:00,10,Recommended
1,330028,2020-02-18T20:41:00+00:00,10,Recommended
1,255516,2017-08-15T11:22:00+00:00,9,Recommended
1,482382,2023-05-01T10:16:00+00:00,10,Recommended
1,266998,2017-12-31T11:18:00+00:00,10,Recommended
1,285838,2018-08-07T14:26:00+00:00,9,Recommended
1,415280,2021-09-02T12:28:00+00:00,7,Recommended
1,375256,2021-01-24T05:50:00+00:00,10,Recommended
1,260479,2017-10-11T06:11:00+00:00,10,Recommended
1,267062,2018-01-01T00:38:00+00:00,9,Recommended
1,254378,2017-08-01T00:47:00+00:00,8,Recommended
1,340645,2020-05-20T16:00:00+00:00,10,Recommended
1,259653,2017-10-03T23:02:00+00:00,10,Recommended
1,301603,2019-02-13T15:46:00+00:00,6,Mixed Feelings
1,364008,2020-11-13T23:25:00+00:00,6,Mixed Feelings
1,303048,2019-03-07T00:42:00+00:00,3,Not Recommended
1,410993,2021-08-01T20:32:00+00:00,10,Recommended
1,426587,2021-12-09T19:19:00+00:00,10,Recommended
1,481494,2023-04-24T12:33:00+00:00,10,Recommended
1,418458,2021-09-26T07:33:00+00:00,8,Recommended
1,362776,2020-11-04T14:51:00+00:00,10,Recommended
1,430696,2022-01-10T02:24:00+00:00,9,Recommended
1,486150,2023-06-09T20:06:00+00:00,9,Recommended
1,361882,2020-10-28T21:25:00+00:00,10,Recommended
1,430609,2022-01-09T13:16:00+00:00,7,Recommended
1,340398,2020-05-18T17:25:00+00:00,9,Recommended
1,343915,2020-06-15T21:56:00+00:00,10,Recommended
1,367414,2020-12-10T16:59:00+00:00,9,Recommended
1,428977,2021-12-28T05:04:00+00:00,7,Recommended
1,341505,2020-05-27T15:14:00+00:00,10,Recommended
1,345389,2020-06-24T06:35:00+00:00,9,Recommended
